t_s,i_gate_A,R_ohm,G_S,G_nv (S),G_volatile (S),drift_on
8.277202954868860818e-01,0.000000000000000000e+00,3.634605300138383654e+02,2.751330385068018452e-03,2.741216423111533101e-03,1.011396195648549951e-05,0.000000000000000000e+00
8.283068102612304306e-01,0.000000000000000000e+00,3.635040904433903393e+02,2.751000680020499519e-03,2.741216268200292148e-03,9.784411820207395986e-06,0.000000000000000000e+00
8.289226507742919470e-01,0.000000000000000000e+00,3.635478215551055428e+02,2.750669762570487082e-03,2.741216105543499166e-03,9.453657026987994028e-06,0.000000000000000000e+00
8.295692833130065003e-01,0.000000000000000000e+00,3.635916358457963611e+02,2.750338295526996713e-03,2.741215934753877138e-03,9.122360773119635787e-06,0.000000000000000000e+00
8.302482474786567757e-01,0.000000000000000000e+00,3.636354419818221686e+02,2.750006970030135795e-03,2.741215755424786064e-03,8.791214605349664663e-06,0.000000000000000000e+00
8.309611598525896703e-01,0.000000000000000000e+00,3.636791452977506083e+02,2.749676501745191345e-03,2.741215567129253686e-03,8.460934615937455044e-06,0.000000000000000000e+00
8.317097178452191875e-01,0.000000000000000000e+00,3.637226483715526228e+02,2.749347626487291807e-03,2.741215369418958936e-03,8.132257068332693109e-06,0.000000000000000000e+00
8.324957037374801638e-01,0.000000000000000000e+00,3.637658516739665515e+02,2.749021095295863144e-03,2.741215161823165516e-03,7.805933472697587920e-06,0.000000000000000000e+00
8.333209889243541335e-01,0.000000000000000000e+00,3.638086542877351803e+02,2.748697668992511160e-03,2.741214943847599967e-03,7.482725144911252547e-06,0.000000000000000000e+00
8.341875383705718017e-01,0.000000000000000000e+00,3.638509546903514433e+02,2.748378112271359416e-03,2.741214714973275093e-03,7.163397298084331487e-06,0.000000000000000000e+00
8.350974152891004199e-01,0.000000000000000000e+00,3.638926515917989946e+02,2.748063187386818110e-03,2.741214474655255268e-03,6.848712731562738072e-06,0.000000000000000000e+00
8.360527860535554856e-01,0.000000000000000000e+00,3.639336448166117748e+02,2.747753647519743901e-03,2.741214222321358002e-03,6.539425198385975707e-06,0.000000000000000000e+00
8.370559253562332991e-01,0.000000000000000000e+00,3.639738362174864506e+02,2.747450229918358029e-03,2.741213957370791741e-03,6.236272547566257148e-06,0.000000000000000000e+00
8.381092216240449977e-01,0.000000000000000000e+00,3.640131306057589313e+02,2.747153648924386890e-03,2.741213679172726028e-03,5.939969751660997355e-06,0.000000000000000000e+00
8.392151827052471980e-01,0.000000000000000000e+00,3.640514366824047556e+02,2.746864589006940780e-03,2.741213387064788364e-03,5.651201942152284504e-06,0.000000000000000000e+00
8.403764418405095249e-01,0.000000000000000000e+00,3.640886679519530844e+02,2.746583697935814101e-03,2.741213080351488640e-03,5.370617584325278574e-06,0.000000000000000000e+00
8.415957639325349904e-01,0.000000000000000000e+00,3.641247436009167586e+02,2.746311580231435359e-03,2.741212758302562485e-03,5.098821928873018355e-06,0.000000000000000000e+00
8.428760521291617236e-01,0.000000000000000000e+00,3.641595893221412439e+02,2.746048791029870144e-03,2.741212420151232197e-03,4.836370878637943292e-06,0.000000000000000000e+00
8.442203547356198490e-01,0.000000000000000000e+00,3.641931380669332725e+02,2.745795830497539322e-03,2.741212065092381821e-03,4.583765405157601310e-06,0.000000000000000000e+00
8.456318724724007918e-01,0.000000000000000000e+00,3.642253307080036393e+02,2.745553138921278096e-03,2.741211692280640273e-03,4.341446640637731366e-06,0.000000000000000000e+00
8.471139660960208539e-01,0.000000000000000000e+00,3.642561165981637714e+02,2.745321092584890061e-03,2.741211300828368634e-03,4.109791756521263415e-06,0.000000000000000000e+00
8.486701644008218803e-01,0.000000000000000000e+00,3.642854540123191214e+02,2.745100000523717672e-03,2.741210889803545950e-03,3.889110720171644119e-06,0.000000000000000000e+00
8.503041726208629969e-01,0.000000000000000000e+00,3.643133104635392669e+02,2.744890102224471773e-03,2.741210458227550523e-03,3.679643996921048621e-06,0.000000000000000000e+00
8.520198812519061971e-01,0.000000000000000000e+00,3.643396628877109151e+02,2.744691566309646804e-03,2.741210005072831479e-03,3.481561236815342307e-06,0.000000000000000000e+00
8.538213753145015295e-01,0.000000000000000000e+00,3.643644976953337391e+02,2.744504490215613369e-03,2.741209529260460204e-03,3.294960955153228825e-06,0.000000000000000000e+00
8.557129440802265785e-01,0.000000000000000000e+00,3.643878106931608727e+02,2.744328900842590065e-03,2.741209029657562524e-03,3.119871185027755107e-06,0.000000000000000000e+00
8.576990912842379355e-01,0.000000000000000000e+00,3.644096068823765791e+02,2.744164756125043979e-03,2.741208505074621635e-03,2.956251050422491632e-06,0.000000000000000000e+00
8.597040912842379701e-01,0.000000000000000000e+00,3.644291623544194749e+02,2.744017502714194996e-03,2.741207975512369513e-03,2.809527201825327142e-06,0.000000000000000000e+00
8.600000000000000977e-01,0.000000000000000000e+00,3.644318589617693647e+02,2.743997198403295285e-03,2.741207897356724797e-03,2.789301046570506659e-06,0.000000000000000000e+00
8.601000000000000867e-01,-1.000000000000000036e-10,3.643616019520981695e+02,2.744526302009913342e-03,2.741582991489276318e-03,2.943310520636945367e-06,1.000000000000000000e+00
8.602050000000001084e-01,-1.000000000000000036e-10,3.642880303272316382e+02,2.745080586649313766e-03,2.741976798349038055e-03,3.103788300275818653e-06,1.000000000000000000e+00
8.603152500000000868e-01,-1.000000000000000036e-10,3.642109968252764816e+02,2.745661192870932268e-03,2.742390249390365495e-03,3.270943480566568967e-06,1.000000000000000000e+00
8.604310125000000919e-01,-1.000000000000000036e-10,3.641303484447404912e+02,2.746269307876043637e-03,2.742824322229473616e-03,3.444985646570097082e-06,1.000000000000000000e+00
8.605525631250000584e-01,-1.000000000000000036e-10,3.640459262859227465e+02,2.746906167038378269e-03,2.743280042912962964e-03,3.626124125415384165e-06,1.000000000000000000e+00
8.606801912812500621e-01,-1.000000000000000036e-10,3.639575653924162566e+02,2.747573055451691532e-03,2.743758488296072200e-03,3.814567155619227930e-06,1.000000000000000000e+00
8.608142008453125715e-01,-1.000000000000000036e-10,3.638650945929140903e+02,2.748271309504921305e-03,2.744260788535802294e-03,4.010520969118898984e-06,1.000000000000000000e+00
8.609549108875782508e-01,-1.000000000000000036e-10,3.637683363434710486e+02,2.749002318486008355e-03,2.744788129704297825e-03,4.214188781710594671e-06,1.000000000000000000e+00
8.611026564319571586e-01,-1.000000000000000036e-10,3.636671065703222894e+02,2.749767526215984598e-03,2.745341756528095912e-03,4.425769687888550996e-06,1.000000000000000000e+00
8.612577892535550061e-01,-1.000000000000000036e-10,3.635612145132882915e+02,2.750568432715612584e-03,2.745922975259117420e-03,4.645457456495293700e-06,1.000000000000000000e+00
8.614206787162327350e-01,-1.000000000000000036e-10,3.634504625697163078e+02,2.751406595907639283e-03,2.746533156683512306e-03,4.873439224126914109e-06,1.000000000000000000e+00
8.615917126520443725e-01,-1.000000000000000036e-10,3.633346461388064199e+02,2.752283633358667929e-03,2.747173739274753716e-03,5.109894083914254977e-06,1.000000000000000000e+00
8.617712982846466030e-01,-1.000000000000000036e-10,3.632135534660484950e+02,2.753201224065762731e-03,2.747846232497635263e-03,5.354991568127609206e-06,1.000000000000000000e+00
8.619598631988789617e-01,-1.000000000000000036e-10,3.630869654873559966e+02,2.754161110294177199e-03,2.748552220270125083e-03,5.608890024052119646e-06,1.000000000000000000e+00
8.621578563588229160e-01,-1.000000000000000036e-10,3.629546556723170170e+02,2.755165099474080840e-03,2.749293364590316147e-03,5.871734883764512087e-06,1.000000000000000000e+00
8.623657491767640071e-01,-1.000000000000000036e-10,3.628163898657926438e+02,2.756215066165848635e-03,2.750071409336021008e-03,6.143656829827480180e-06,1.000000000000000000e+00
8.625840366356022360e-01,-1.000000000000000036e-10,3.626719261268799528e+02,2.757312954105392393e-03,2.750888184244874943e-03,6.424769860517483158e-06,1.000000000000000000e+00
8.628132384673823374e-01,-1.000000000000000036e-10,3.625210145640132851e+02,2.758460778343159794e-03,2.751745609083132774e-03,6.715169260027029218e-06,1.000000000000000000e+00
8.630539003907514717e-01,-1.000000000000000036e-10,3.623633971647110457e+02,2.759660627492829983e-03,2.752645698011682487e-03,7.014929481147659931e-06,1.000000000000000000e+00
8.633065954102890904e-01,-1.000000000000000036e-10,3.621988076181794440e+02,2.760914666108382157e-03,2.753590564158142715e-03,7.324101950239516755e-06,1.000000000000000000e+00
8.635719251808035013e-01,-1.000000000000000036e-10,3.620269711286670713e+02,2.762225137211096315e-03,2.754582424404253705e-03,7.642712806842470594e-06,1.000000000000000000e+00
8.638505214398436438e-01,-1.000000000000000036e-10,3.618476042171180325e+02,2.763594364991218532e-03,2.755623604398152633e-03,7.970760593066063144e-06,1.000000000000000000e+00
8.641430475118357935e-01,-1.000000000000000036e-10,3.616604145083123285e+02,2.765024757712365548e-03,2.756716543801463262e-03,8.308213910902155505e-06,1.000000000000000000e+00
8.644501998874275506e-01,-1.000000000000000036e-10,3.614651005003029240e+02,2.766518810850349033e-03,2.757863801781530212e-03,8.655009068818916962e-06,1.000000000000000000e+00
8.647727098817988844e-01,-1.000000000000000036e-10,3.612613513125692180e+02,2.768079110501869486e-03,2.759068062759491551e-03,9.011047742377810961e-06,1.000000000000000000e+00
8.651113453758888516e-01,-1.000000000000000036e-10,3.610488464089237368e+02,2.769708337102399880e-03,2.760332142425268084e-03,9.376194677131731594e-06,1.000000000000000000e+00
8.654669126446833394e-01,-1.000000000000000036e-10,3.608272552908233592e+02,2.771409269496588959e-03,2.761658994030937158e-03,9.750275465651670617e-06,1.000000000000000000e+00
8.658402582769174627e-01,-1.000000000000000036e-10,3.605962371563798570e+02,2.773184789408464530e-03,2.763051714974339157e-03,1.013307443412516333e-05,1.000000000000000000e+00
8.662322711907632922e-01,-1.000000000000000036e-10,3.603554405200382007e+02,2.775037886362626688e-03,2.764513553685143867e-03,1.052433267748287657e-05,1.000000000000000000e+00
8.666438847503014076e-01,-1.000000000000000036e-10,3.601045027876153313e+02,2.776971663111322403e-03,2.766047916825982098e-03,1.092374628534018981e-05,1.000000000000000000e+00
8.670760789878164676e-01,-1.000000000000000036e-10,3.598430497811868349e+02,2.778989341625687746e-03,2.767658376821614807e-03,1.133096480407315425e-05,1.000000000000000000e+00
8.675298829372073417e-01,-1.000000000000000036e-10,3.595706952081890790e+02,2.781094269712403901e-03,2.769348679729461988e-03,1.174558998294193972e-05,1.000000000000000000e+00
8.680063770840676929e-01,-1.000000000000000036e-10,3.592870400691027157e+02,2.783289928319338056e-03,2.771122753465150943e-03,1.216717485418729910e-05,1.000000000000000000e+00
8.685066959382711227e-01,-1.000000000000000036e-10,3.589916719982065842e+02,2.785579939595355780e-03,2.772984716397064540e-03,1.259522319829121310e-05,1.000000000000000000e+00
8.690320307351846463e-01,-1.000000000000000036e-10,3.586841645321867986e+02,2.787968075770081225e-03,2.774938886324141915e-03,1.302918944593930644e-05,1.000000000000000000e+00
8.695836322719439071e-01,-1.000000000000000036e-10,3.583640763018518669e+02,2.790458268918938767e-03,2.776989789851457783e-03,1.346847906748077619e-05,1.000000000000000000e+00
8.700000000000001066e-01,-1.000000000000000036e-10,3.581248258480644608e+02,2.792322474801713431e-03,2.778537074083053688e-03,1.378540071865953081e-05,1.000000000000000000e+00
8.702005000000001544e-01,0.000000000000000000e+00,3.581469623092600045e+02,2.792149886047336476e-03,2.778537020378385805e-03,1.361286566895052694e-05,0.000000000000000000e+00
8.704110250000001159e-01,0.000000000000000000e+00,3.581698304817257963e+02,2.791971614848283694e-03,2.778536963988485677e-03,1.343465085979783053e-05,0.000000000000000000e+00
8.706320762500001642e-01,0.000000000000000000e+00,3.581934359408563751e+02,2.791787619930356616e-03,2.778536904779091779e-03,1.325071515126479652e-05,0.000000000000000000e+00
8.708641800625002150e-01,0.000000000000000000e+00,3.582177823679936068e+02,2.791597874872414359e-03,2.778536842609229639e-03,1.306103226318472413e-05,0.000000000000000000e+00
8.711078890656251961e-01,0.000000000000000000e+00,3.582428713596792704e+02,2.791402369584042309e-03,2.778536777330876169e-03,1.286559225316595309e-05,0.000000000000000000e+00
8.713637835189064207e-01,0.000000000000000000e+00,3.582687022316502521e+02,2.791201111821979726e-03,2.778536708788606653e-03,1.266440303337305927e-05,0.000000000000000000e+00
8.716324726948517787e-01,0.000000000000000000e+00,3.582952718189704342e+02,2.790994128734281682e-03,2.778536636819225678e-03,1.245749191505620418e-05,0.000000000000000000e+00
8.719145963295943380e-01,0.000000000000000000e+00,3.583225742739658699e+02,2.790781468419070883e-03,2.778536561251377258e-03,1.224490716769372731e-05,0.000000000000000000e+00
8.722108261460740364e-01,0.000000000000000000e+00,3.583506008639197375e+02,2.790563201482507139e-03,2.778536481905138911e-03,1.202671957736826679e-05,0.000000000000000000e+00
8.725218674533776753e-01,0.000000000000000000e+00,3.583793397707922281e+02,2.790339422578230841e-03,2.778536398591591444e-03,1.180302398663949112e-05,0.000000000000000000e+00
8.728484608260465016e-01,0.000000000000000000e+00,3.584087758955473078e+02,2.790110251908102176e-03,2.778536311112369227e-03,1.157394079573304277e-05,0.000000000000000000e+00
8.731913838673488470e-01,0.000000000000000000e+00,3.584388906699955442e+02,2.789875836661573176e-03,2.778536219259188783e-03,1.133961740238423706e-05,0.000000000000000000e+00
8.735514530607162431e-01,0.000000000000000000e+00,3.584696618793861376e+02,2.789636352368555193e-03,2.778536122813353090e-03,1.110022955520208067e-05,0.000000000000000000e+00
8.739295257137520423e-01,0.000000000000000000e+00,3.585010634992976861e+02,2.789392004138249986e-03,2.778536021545229429e-03,1.085598259302071395e-05,0.000000000000000000e+00
8.743265019994396203e-01,0.000000000000000000e+00,3.585330655506782023e+02,2.789143027754161820e-03,2.778535915213703380e-03,1.060711254045828613e-05,0.000000000000000000e+00
8.747433270994116050e-01,0.000000000000000000e+00,3.585656339771519470e+02,2.788889690593495709e-03,2.778535803565605495e-03,1.035388702789021187e-05,0.000000000000000000e+00
8.751809934543821612e-01,0.000000000000000000e+00,3.585987305489397841e+02,2.788632292337479401e-03,2.778535686335108050e-03,1.009660600237154887e-05,0.000000000000000000e+00
8.756405431271012674e-01,0.000000000000000000e+00,3.586323127979096625e+02,2.788371165437908590e-03,2.778535563243091002e-03,9.835602194817528698e-06,0.000000000000000000e+00
8.761230702834563733e-01,0.000000000000000000e+00,3.586663339883716617e+02,2.788106675304577280e-03,2.778535433996479325e-03,9.571241308097790240e-06,0.000000000000000000e+00
8.766297237976291568e-01,0.000000000000000000e+00,3.587007431282381731e+02,2.787839220178288217e-03,2.778535298287543916e-03,9.303921890744297566e-06,0.000000000000000000e+00
8.771617099875106405e-01,0.000000000000000000e+00,3.587354850250737854e+02,2.787569230655019114e-03,2.778535155793168676e-03,9.034074861850251468e-06,0.000000000000000000e+00
8.777202954868861262e-01,0.000000000000000000e+00,3.587705003913310975e+02,2.787297168828663501e-03,2.778535006174083326e-03,8.762162654580353085e-06,0.000000000000000000e+00
8.783068102612304751e-01,0.000000000000000000e+00,3.588057260027056827e+02,2.787023527022696335e-03,2.778534849074052425e-03,8.488677948643898123e-06,0.000000000000000000e+00
8.789226507742919914e-01,0.000000000000000000e+00,3.588410949130184235e+02,2.786748826085250468e-03,2.778534684119030127e-03,8.214141966220495200e-06,0.000000000000000000e+00
8.795692833130065447e-01,0.000000000000000000e+00,3.588765367283408523e+02,2.786473613227523696e-03,2.778534510916267665e-03,7.939102311256214289e-06,0.000000000000000000e+00
8.802482474786568201e-01,0.000000000000000000e+00,3.589119779422110810e+02,2.786198459392211918e-03,2.778534329053378767e-03,7.664130338833033784e-06,0.000000000000000000e+00
8.809611598525897147e-01,0.000000000000000000e+00,3.589473423327341948e+02,2.785923956146826256e-03,2.778534138097359107e-03,7.389818049467113786e-06,0.000000000000000000e+00
8.817097178452192319e-01,0.000000000000000000e+00,3.589825514211358950e+02,2.785650712106233981e-03,2.778533937593552841e-03,7.116774512681047593e-06,0.000000000000000000e+00
8.824957037374802082e-01,0.000000000000000000e+00,3.590175249899448318e+02,2.785379348899493217e-03,2.778533727064572741e-03,6.845621834920328773e-06,0.000000000000000000e+00
8.833209889243541779e-01,0.000000000000000000e+00,3.590521816574452600e+02,2.785110496707837117e-03,2.778533506009161352e-03,6.576990698675906687e-06,0.000000000000000000e+00
8.841875383705718461e-01,0.000000000000000000e+00,3.590864395033967753e+02,2.784844789413275928e-03,2.778533273900998801e-03,6.311515512276989930e-06,0.000000000000000000e+00
8.850974152891004643e-01,0.000000000000000000e+00,3.591202167393061018e+02,2.784582859410345262e-03,2.778533030187449893e-03,6.049829222895494660e-06,0.000000000000000000e+00
8.860527860535555300e-01,0.000000000000000000e+00,3.591534324148155974e+02,2.784325332146675436e-03,2.778532774288247024e-03,5.792557858428303529e-06,0.000000000000000000e+00
8.870559253562333435e-01,0.000000000000000000e+00,3.591860071501042739e+02,2.784072820470700343e-03,2.778532505594110639e-03,5.540314876589592837e-06,0.000000000000000000e+00
8.881092216240450421e-01,0.000000000000000000e+00,3.592178638826637780e+02,2.783825918876472062e-03,2.778532223465296404e-03,5.293695411175451233e-06,0.000000000000000000e+00
8.892151827052472424e-01,0.000000000000000000e+00,3.592489286154870456e+02,2.783585197745501276e-03,2.778531927230073421e-03,5.053270515427841689e-06,0.000000000000000000e+00
8.903764418405095693e-01,0.000000000000000000e+00,3.592791311526858635e+02,2.783351197693198498e-03,2.778531616183124373e-03,4.819581510074151422e-06,0.000000000000000000e+00
8.915957639325350348e-01,0.000000000000000000e+00,3.593084058079130045e+02,2.783124424132181300e-03,2.778531289583866751e-03,4.593134548314726609e-06,0.000000000000000000e+00
8.928760521291617680e-01,0.000000000000000000e+00,3.593366920707833287e+02,2.782905342165883315e-03,2.778530946654689509e-03,4.374395511193637148e-06,0.000000000000000000e+00
8.942203547356198934e-01,0.000000000000000000e+00,3.593639352168329424e+02,2.782694371923048401e-03,2.778530586579100372e-03,4.163785343948170096e-06,0.000000000000000000e+00
8.956318724724008362e-01,0.000000000000000000e+00,3.593900868474565300e+02,2.782491884436565002e-03,2.778530208499783820e-03,3.961675936781322319e-06,0.000000000000000000e+00
8.971139660960208984e-01,0.000000000000000000e+00,3.594151053477519895e+02,2.782298198158505986e-03,2.778529811516558881e-03,3.768386641946936594e-06,0.000000000000000000e+00
8.986701644008219247e-01,0.000000000000000000e+00,3.594389562522338224e+02,2.782113576187487166e-03,2.778529394684236316e-03,3.584181503250706350e-06,0.000000000000000000e+00
9.003041726208630413e-01,0.000000000000000000e+00,3.594616125109123459e+02,2.781938224264886034e-03,2.778528957010367381e-03,3.409267254518831105e-06,0.000000000000000000e+00
9.020198812519062415e-01,0.000000000000000000e+00,3.594830546511639113e+02,2.781772289573934340e-03,2.778528497452881565e-03,3.243792121052969922e-06,0.000000000000000000e+00
9.038213753145015739e-01,0.000000000000000000e+00,3.595032708339962824e+02,2.781615860351264059e-03,2.778528014917606374e-03,3.087845433657795896e-06,0.000000000000000000e+00
9.057129440802266229e-01,0.000000000000000000e+00,3.595222568065711357e+02,2.781468966295503730e-03,2.778527508255660902e-03,2.941458039843022733e-06,0.000000000000000000e+00
9.076990912842379799e-01,0.000000000000000000e+00,3.595400157559822674e+02,2.781331579733517870e-03,2.778526976260721482e-03,2.804603472796215737e-06,0.000000000000000000e+00
9.097040912842380145e-01,0.000000000000000000e+00,3.595559565107024582e+02,2.781208270624865257e-03,2.778526439216116514e-03,2.681831408748731279e-06,0.000000000000000000e+00
9.100000000000000311e-01,0.000000000000000000e+00,3.595581552622200547e+02,2.781191263123251618e-03,2.778526359956185864e-03,2.664903167065747380e-06,0.000000000000000000e+00
9.101000000000000201e-01,-1.000000000000000036e-10,3.594814785685797460e+02,2.781784485759607704e-03,2.778945566289276001e-03,2.838919470331527580e-06,1.000000000000000000e+00
9.102050000000000418e-01,-1.000000000000000036e-10,3.594011897650037213e+02,2.782405925405686924e-03,2.779385680330523356e-03,3.020245075163430386e-06,1.000000000000000000e+00
9.103152500000000202e-01,-1.000000000000000036e-10,3.593171289076723269e+02,2.783056858547239276e-03,2.779847742226725180e-03,3.209116320514117894e-06,1.000000000000000000e+00
9.104310125000000253e-01,-1.000000000000000036e-10,3.592291298726556192e+02,2.783738613721257853e-03,2.780332843617701246e-03,3.405770103556464369e-06,1.000000000000000000e+00
9.105525631249999918e-01,-1.000000000000000036e-10,3.591370201907452042e+02,2.784452573195820863e-03,2.780842130161472695e-03,3.610443034348222679e-06,1.000000000000000000e+00
9.106801912812499955e-01,-1.000000000000000036e-10,3.590406208830714263e+02,2.785200174677921695e-03,2.781376804181074931e-03,3.823370496846778218e-06,1.000000000000000000e+00
9.108142008453125049e-01,-1.000000000000000036e-10,3.589397462977621558e+02,2.785982913049812187e-03,2.781938127438671454e-03,4.044785611140925329e-06,1.000000000000000000e+00
9.109549108875781842e-01,-1.000000000000000036e-10,3.588342039478586116e+02,2.786802342134886944e-03,2.782527424042883189e-03,4.274918092003619710e-06,1.000000000000000000e+00
9.111026564319570920e-01,-1.000000000000000036e-10,3.587237943506489160e+02,2.787660076494702897e-03,2.783146083495495905e-03,4.513992999206798028e-06,1.000000000000000000e+00
9.112577892535549395e-01,-1.000000000000000036e-10,3.586083108685067486e+02,2.788557793259500289e-03,2.783795563883995853e-03,4.762229375504450740e-06,1.000000000000000000e+00
9.114206787162326684e-01,-1.000000000000000036e-10,3.584875395512376031e+02,2.789497233995416950e-03,2.784477395226629248e-03,5.019838768787899685e-06,1.000000000000000000e+00
9.115917126520443059e-01,-1.000000000000000036e-10,3.583612589798252657e+02,2.790480206612671980e-03,2.785193182976995144e-03,5.287023635676809634e-06,1.000000000000000000e+00
9.117712982846465364e-01,-1.000000000000000036e-10,3.582292401113416531e+02,2.791508587320199689e-03,2.785944611695461912e-03,5.563975624737752242e-06,1.000000000000000000e+00
9.119598631988788950e-01,-1.000000000000000036e-10,3.580912461246337557e+02,2.792584322633650130e-03,2.786733448895004506e-03,5.850873738645420035e-06,1.000000000000000000e+00
9.121578563588228494e-01,-1.000000000000000036e-10,3.579470322662206172e+02,2.793709431445312325e-03,2.787561549069380272e-03,6.147882375932081994e-06,1.000000000000000000e+00
9.123657491767639405e-01,-1.000000000000000036e-10,3.577963456956326809e+02,2.794886007166411893e-03,2.788430857911882322e-03,6.455149254529665355e-06,1.000000000000000000e+00
9.125840366356021693e-01,-1.000000000000000036e-10,3.576389253291926593e+02,2.796116219954355043e-03,2.789343416733246119e-03,6.772803221108814421e-06,1.000000000000000000e+00
9.128132384673822708e-01,-1.000000000000000036e-10,3.574745016809774256e+02,2.797402319039903051e-03,2.790301367087628763e-03,7.100951952274255347e-06,1.000000000000000000e+00
9.130539003907514051e-01,-1.000000000000000036e-10,3.573027966994112035e+02,2.798746635171937575e-03,2.791306955615935684e-03,7.439679556001764431e-06,1.000000000000000000e+00
9.133065954102890238e-01,-1.000000000000000036e-10,3.571235235976237163e+02,2.800151583200424007e-03,2.792362539116131134e-03,7.789044084292937579e-06,1.000000000000000000e+00
9.135719251808034347e-01,-1.000000000000000036e-10,3.569363866753616890e+02,2.801619664821432265e-03,2.793470589850534889e-03,8.149074970897163833e-06,1.000000000000000000e+00
9.138505214398435772e-01,-1.000000000000000036e-10,3.567410811298739191e+02,2.803153471511579415e-03,2.794633701100492258e-03,8.519770411087202537e-06,1.000000000000000000e+00
9.141430475118357268e-01,-1.000000000000000036e-10,3.565372928527979752e+02,2.804755687683043244e-03,2.795854592979177006e-03,8.901094703866244660e-06,1.000000000000000000e+00
9.144501998874274840e-01,-1.000000000000000036e-10,3.563246982096744091e+02,2.806429094094296198e-03,2.797136118513684089e-03,9.292975580611997124e-06,1.000000000000000000e+00
9.147727098817988178e-01,-1.000000000000000036e-10,3.561029637982943541e+02,2.808176571555930957e-03,2.798481270007948090e-03,9.695301547982775856e-06,1.000000000000000000e+00
9.151113453758887850e-01,-1.000000000000000036e-10,3.558717461816760306e+02,2.810001104975302227e-03,2.799893185698419228e-03,1.010791927688282461e-05,1.000000000000000000e+00
9.154669126446832728e-01,-1.000000000000000036e-10,3.556306915910571433e+02,2.811905787788161054e-03,2.801375156714819986e-03,1.053063107334114250e-05,1.000000000000000000e+00
9.158402582769173961e-01,-1.000000000000000036e-10,3.553794355939098182e+02,2.813893826829908830e-03,2.802930634358683122e-03,1.096319247122574172e-05,1.000000000000000000e+00
9.162322711907632256e-01,-1.000000000000000036e-10,3.551176027216457101e+02,2.815968547703440617e-03,2.804563237712747424e-03,1.140530999069326927e-05,1.000000000000000000e+00
9.166438847503013410e-01,-1.000000000000000036e-10,3.548448060513878204e+02,2.818133400704707706e-03,2.806276761594657474e-03,1.185663911005027723e-05,1.000000000000000000e+00
9.170760789878164010e-01,-1.000000000000000036e-10,3.545606467359830845e+02,2.820391967370905820e-03,2.808075184868758910e-03,1.231678250214706675e-05,1.000000000000000000e+00
9.175298829372072751e-01,-1.000000000000000036e-10,3.542647134763166150e+02,2.822747967719489628e-03,2.809962679130108970e-03,1.278528858938044423e-05,1.000000000000000000e+00
9.180063770840676263e-01,-1.000000000000000036e-10,3.539565819300078715e+02,2.825205268248810655e-03,2.811943617775123933e-03,1.326165047368664200e-05,1.000000000000000000e+00
9.185066959382710561e-01,-1.000000000000000036e-10,3.536358140507298344e+02,2.827767890772929071e-03,2.814022585473553977e-03,1.374530529937489867e-05,1.000000000000000000e+00
9.190320307351845797e-01,-1.000000000000000036e-10,3.533019573527387820e+02,2.830440022163800348e-03,2.816204388056709699e-03,1.423563410709065611e-05,1.000000000000000000e+00
9.195836322719438405e-01,-1.000000000000000036e-10,3.529545440957441542e+02,2.833226025073458821e-03,2.818494062837043675e-03,1.473196223641521170e-05,1.000000000000000000e+00
9.200000000000000400e-01,-1.000000000000000036e-10,3.526949397526221901e+02,2.835311447057882982e-03,2.820221379239334306e-03,1.509006781854880418e-05,1.000000000000000000e+00
9.202005000000000878e-01,0.000000000000000000e+00,3.527186535597028296e+02,2.835120824792826920e-03,2.820221324698896168e-03,1.489950009393062795e-05,0.000000000000000000e+00
9.204110250000000493e-01,0.000000000000000000e+00,3.527431501279098143e+02,2.834923937254020098e-03,2.820221267431437598e-03,1.470266982258266790e-05,0.000000000000000000e+00
9.206320762500000976e-01,0.000000000000000000e+00,3.527684352953746725e+02,2.834720740144155374e-03,2.820221207300607161e-03,1.449953284354836708e-05,0.000000000000000000e+00
9.208641800625001483e-01,0.000000000000000000e+00,3.527945128606409071e+02,2.834511205663266427e-03,2.820221144163236830e-03,1.429006150002947196e-05,0.000000000000000000e+00
9.211078890656251295e-01,0.000000000000000000e+00,3.528213843779620902e+02,2.834295324142665530e-03,2.820221077868999369e-03,1.407424627366635097e-05,0.000000000000000000e+00
9.213637835189063541e-01,0.000000000000000000e+00,3.528490489470279385e+02,2.834073105720986974e-03,2.820221008260051856e-03,1.385209746093504603e-05,0.000000000000000000e+00
9.216324726948517121e-01,0.000000000000000000e+00,3.528775029986300069e+02,2.833844582049999204e-03,2.820220935170658812e-03,1.362364687934019364e-05,0.000000000000000000e+00
9.219145963295942714e-01,0.000000000000000000e+00,3.529067400780663206e+02,2.833609808015541149e-03,2.820220858426797979e-03,1.338894958874308309e-05,0.000000000000000000e+00
9.222108261460739698e-01,0.000000000000000000e+00,3.529367506284031037e+02,2.833368863456418949e-03,2.820220777845746599e-03,1.314808561067240573e-05,0.000000000000000000e+00
9.225218674533776086e-01,0.000000000000000000e+00,3.529675217760400301e+02,2.833121854861495904e-03,2.820220693235645122e-03,1.290116162585060939e-05,0.000000000000000000e+00
9.228484608260464350e-01,0.000000000000000000e+00,3.529990371213694971e+02,2.832868917022501876e-03,2.820220604395041845e-03,1.264831262746007087e-05,0.000000000000000000e+00
9.231913838673487804e-01,0.000000000000000000e+00,3.530312765376693847e+02,2.832610214617336652e-03,2.820220511112411094e-03,1.238970350492537179e-05,0.000000000000000000e+00
